年份,省份,城市,省份代码,城市代码,所属地域,胡焕庸线,地区生产总值(万元),第一产业增加值(万元),第二产业增加值(万元),第三产业增加值(万元),第一产业增加值占GDP比重(%),第二产业增加值占GDP比重(%),第三产业增加值占GDP比重(%),人均地区生产总值(元),户籍人口(万人),城镇户籍人口(万人),非农业人口数(万人),年平均人口(万人),年末总户数(万户),出生人口(人),死亡人口(人),自然增长率(‰),常住人口(万人),城镇常住人口(万人),常住人口城镇化率(%),城镇非私营单位从业人员数(万人),城镇私营和个体从业人员数(人),年末城镇登记失业人员数(人),第一产业从业人员数(万人),第二产业从业人员数(万人),第三产业从业人员数(万人),第一产业从业人员比重(%),第二产业从业人员比重(%),第三产业从业人员比重(%),农林牧渔业从业人员数(万人),采掘业从业人员数(万人),制造业从业人员数(万人),电力煤气及水生产供应业从业人员数(万人),建筑业从业人员数(万人),交通仓储邮电业从业人员数(万人),信息传输、计算机服务和软件业从业人员数(万人),批发零售贸易业从业人员数(万人),住宿餐饮业从业人员数(万人),金融业从业人员数(万人),房地产业从业人员数(万人),租赁和商业服务业从业人员数(万人),科研、技术服务和地质勘查业从业人员数(万人),水利、环境和公共设施管理业从业人员数(万人),居民服务和其他服务业从业人员数(万人),教育业从业人员数(万人),卫生、社会保险和社会福利业从业人员数(万人),文化、体育和娱乐业从业人员数(万人),公共管理和社会组织从业人员数(万人),地质勘察水利管理业从业人数(万人),交通仓储邮电通信业从业人员数(万人),批发零售贸易餐饮业从业人员数(万人),社会服务业从业人员数(万人),卫生体育社会福利业从业人员数(万人),教育文艺广播影视业从业人员数(万人),科研综合技术服务业从业人员数(万人),机关和社会团体从业人员数(万人),城镇非私营单位在岗职工平均人数(万人),城镇非私营单位在岗职工工资总额(万元),城镇非私营单位在岗职工平均工资(元),行政区域土地面积(平方公里),年末耕地总资源(千公顷),人均占有耕地面积(亩),人口密度(人／平方公里),水资源总量(万立方米),用水总量(亿立方米),地区生产总值增长率(%),规模以上服务业营业收入(万元),规模以上服务业营业收入增速(%),粮食产量(万吨),油料产量(万吨),棉花产量(万吨),蔬菜产量(吨),水果产量(吨),肉类产量(吨),奶类产量(吨),水产品产量(吨),禽蛋产量(吨),规模以上工业企业数(个),内资企业数(个),港、澳、台商投资企业数(个),外商投资企业数(个),规模以上工业总产值(当年价)(万元),内资企业工业总产值(万元),港、澳、台商投资企业工业总产值(万元),外商投资企业工业总产值(万元),从业人员年平均人数(万人),规模以上工业企业产品销售收入(万元),规模以上工业企业利税总额(万元),本年应交增值税(万元),规模以上工业企业利润总额(万元),流动资产年平均余额(万元),固定资产净值年平均余额(万元),规模以上工业企业资产总计(万元),规模以上工业企业流动资产合计(万元),规模以上工业企业固定资产合计(万元),规模以上工业企业主营业务税金及附加(万元),规模以上工业营业收入(万元),规模以上工业营业收入增速(%),固定资产投资总额(万元),房地产开发投资完成额(万元),住宅开发投资完成额(万元),社会消费品零售总额(万元),限额以上单位商品零售额(万元),限额以上批发零售业商品销售总额(万元),限额以上批发零售业法人企业数(个),当年新签项目(合同)个数(个),当年合同外资金额(万美元),当年实际使用外资金额(万美元),货物进口额(万元),货物出口额(万元),地方财政一般预算内收入(万元),工商税收(万元),地方财政一般预算内支出(万元),科学支出(万元),教育支出(万元),年末金融机构各项贷款余额(万元),年末金融机构存款余额(万元),城乡居民储蓄年末余额(万元),普通高等学校学校数(所),普通中学学校数(所),小学学校数(所),中等职业教育学校数(所),普通高等学校专任教师数(人),普通中学专任教师数(人),小学专任教师数(人),中等职业教育学校专任教师数(人),普通高等学校在校学生数(人),普通中学在校学生数(万人),小学在校学生数(万人),高中阶段在校学生数(人),初中阶段学生数(万人),普通高中学生数(万人),学前教育学生数(人),中等职业教育学校在校学生数(人),成人高等学校在校学生数(人),每万人在校大学生数(人),每万人在校中等职业学生数(人),R&D人员(人),R&D内部经费支出(万元),专利申请数(件),专利授权数(件),发明专利授权数(件),高新技术企业数(国家级)(个),技术合同成交额(万元),公共图书馆(个),剧场、影剧院数(个),公共图书馆图书总藏量(千册、件),每百人公共图书馆藏书(册、件),博物馆数(个),体育场馆数(个),卫生机构数(个),医院、卫生院数(个),医院、卫生院床位数(张),执业(助理)医师数(人),客运总量(万人),铁路旅客运量(万人),公路客运量(万人),水运客运量(万人),民用航空客运量(人),城市公共交通客运总量(万人次),客运量(公路+水路)(万人次),货运总量(万吨),铁路货物运量(万吨),公路货运量(万吨),水运货运量(万吨),民用航空货邮运量(吨),货运量(公路+水路)(万吨),年末邮政局(所)数(处),邮政业务收入(万元),电信业务收入(万元),本地电话年末用户数(万户),移动电话年末用户数(万户),国际互联网用户数(户),全年用电量(万千瓦时),工业用电(万千瓦时),城乡居民生活用电量(万千瓦时),城镇居民生活用电量(万千瓦时),境内公路总里程(公里),高速公路里程(公里),工业废水排放量(万吨),工业废水排放达标量(万吨),工业二氧化硫去除量(吨),工业二氧化硫排放量(吨),工业烟尘去除量(吨),工业烟尘排放量(吨),工业二氧化硫产生量(吨),工业烟粉尘去除量(吨),工业烟粉尘排放量(吨),工业氮氧化物排放量(吨),工业颗粒物排放量(吨),工业化学需氧量排放量(吨),工业氨氮排放量(吨),生活污水处理率(%),生活垃圾无害化处理率(%),工业固体废物综合利用率(%),一般工业固体废物综合利用率(%),污水处理厂集中处理率(%),细颗粒物(PM2.5)年平均浓度(微克/立方米),空气质量优良天数比例(%),保险业承保额(万元),城镇职工基本养老保险参保人数(人),职工基本医疗保险参保人数(人),失业保险参保人数(人),提供住宿的社会工作机构数(个),养老机构数(个),提供住宿的社会工作机构床位数(张),养老机构床位数(张),
2016,陕西省,延安市,610000,610600,西部,东南侧,10829110,1176041,5741594,3910392,10.86,53.02,36.11,48300,237,,,236,,,,9.4,,,,34,295464,9754,0.24,14.33,19.08,1,43,57,0,8,2,1,3,1,0,1,1,0,0,0,0,1,0,4,2,0,7,,,,,,,,,27,1707691,63562,37037,,,,133500,,1.3,,,78.01,2.36,0.08,1299300,3191200,75800,7200,3052,29400,144,141,2,1,10309910,10290266,10652,8992,,,,673178,-13694,,,,12340095,27568956,2181234,,,12039397,549824,452073,2579467,,1920653,298,1,,,,,1305464,,3273434,24676,525320,9253876,14515327,7959032,2,119,299,15,1631,10066,11713,761,23146,13,20,,,,,17873,,,,,,,,,,,,,1034,,,,,222,12983,4621,,,3145,,240000,,,,,6347,,217,,135,15324,204600,32,249,370000,,,,,,,2980,,,7817,,,42944,646221,5043,,,,,,93,,85,88,,,,237315,321615,199862,,,,,
2017,陕西省,延安市,610000,610600,西部,东南侧,13125900,,,,,,,58132,238,,,237,87,31128,17107,5.9,,,,33,327296,9890,0.24,13.9,19.21,1,42,58,0,8,3,1,3,1,0,1,1,0,1,0,0,1,0,4,2,1,7,,,,,,,,,28,1817935,67918,37037,,,,133500,,,,,76.71,2.82,0.08,1384600,3378700,74600,7500,3062,30000,171,168,2,1,,,,,,,,1051162,374315,,,,14181950,16662376,368450,,,,639393,366692,2846503,,7731775,308,,,,,,1404175,,3532777,21197,532299,11107148,15668280,8834498,2,114,225,14,1313,10143,11830,742,31623,13,21,,,,,17345,,,,775,84140,1092,514,179,,,,,1080,,46,26,,63,10152,5266,,,3105,,370000,,,,,4508,,359,,,30977,207486,,296,1790000,864914,595280,,62824,,,1962,,,9363,,,,,3299,8407,,,,,,,53,,43,,,389008,324041,204362,,,,,
2018,陕西省,延安市,610000,610600,西部,东南侧,15589120,1381196,9259937,4947987,8.86,59.4,31.74,68940,234,,,236,86,28009,11078,7.2,,,,31,403480,10254,0.14,13.35,17.19,0,44,56,0,7,3,1,3,1,0,1,1,0,1,1,0,1,0,4,2,1,6,,,,,,,,,24,1800255,74066,37037,,,,115000,,9.1,,,69.56,0.98,,,2991000,46000,4500,3145,24400,202,199,1,2,,,,,,,,747000,5190300,,,,19673300,33103400,3127100,,,,1311682,781280,3149784,,2889945,359,,,2332,11864,18043,1483398,,3976883,22528,627916,11871361,16091496,9486939,2,112,251,14,1313,10535,12214,814,24540,13,22,,,,,17381,,,,,,1143,669,43,,,,,1020,,47,24,,61,10480,5400,,,3054,,390000,,,,,4766,,582,,,34300,252059,,268,1830000,969387,682947,,67670,,,1962,,,6301,,,,,2233,4845,,,,,98,,44,88,32,,,261901,316176,208528,,,,,
2019,陕西省,延安市,610000,610600,西部,东南侧,16640000,1492608,9998976,5146752,8.97,60.09,30.93,73703,234,,,234,87,22311,9931,5.3,,,,35,409326,10628,0.07,13.05,21.73,0,37,62,0,7,3,1,2,1,0,1,1,1,1,1,1,1,0,4,2,1,7,,,,,,,,,28,2119275,74830,37037,,,,133500,,6.7,,,,,,,,,,,,249,244,1,4,,,,,,,,760022,1159879,,,,18112069,7124493,2932963,,,,1562654,1086978,4111274,,4083978,428,2,,3887,228762,13116,1559251,,4471761,28323,634252,13194321,16748829,10525432,2,115,244,13,922,11442,12529,970,28802,13,22,,,,,17743,,,,1200,139224,1109,610,35,,,,,1259,,47,28,,63,11460,5264,,,2956,,690000,,,,,4961,,1161,,,39950,208213,,270,590000,1106626,801524,,63168,,,1836,,,5497,,,,,2638,4111,,,,,99,,54,92,31,,,279005,327658,212554,,,,,
2020,陕西省,延安市,610000,610600,西部,东南侧,16010000,1900387,8859934,5249679,11.87,55.34,32.79,69934,,,,,,,,,228,140,,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28,2214753,79799,,,,,133500,,-0.8,,,,,,,,,,,,276,270,1,5,,,,,,,,,861293,,,,15774638,,,,,,,,3846016,,3277609,492,,,,240314,8863,1638393,,4568084,20412,641340,14109083,18248845,,2,113,241,13,922,11758,13159,931,27856,14,23,,,,,17394,,,,,,,1024,48,,,,,1610,,47,,,68,11959,5521,,,1613,,,,,,,3941,,,,,,,,,,,,,,21225,843,,,,6364,,,,,9100,4042,9100,,,,99,,,96,31,,,444148,362339,218979,,,,,
2021,陕西省,延安市,610000,610600,西部,东南侧,20050000,2089210,12300675,5660115,10.42,61.35,28.23,88127,233,92,,,,,,,,,,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28,2415275,85306,,,,,130000,,8.1,,,,,,,,,,,,315,308,2,5,,,,,,,,,2504288,,,,19034317,,,,,,,,4147158,,4411908,537,,,,41912,11609,1500558,,4168249,13418,578784,14822450,19522169,,2,112,241,13,1030,12314,13646,767,34835,14,22,,,,,12962,,,,,,,1345,90,,,,,1200,,49,,,65,11973,6053,,,791,,,,,,,4202,,,,,58109,224763,,281,2000000,,,,,21188,1095,,,,4039,,,,,6044,5456,6044,,,,99,,,96,27,,,460774,368890,247322,59,45,5890,5159,
2022,陕西省,延安市,610000,610600,西部,东南侧,22320000,2265480,14014728,6042024,10.15,62.79,27.07,98390,233,,,,,,,,,,,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28,2642644,,,,,,130000,,4.6,,,,,,,,,,,,339,332,3,4,,,,,,,,,2526113,,,,22428596,,,,,,,,4456299,,5100588,565,,,,164437,9345,1804484,,4773718,17727,627749,16241624,22952518,,2,111,236,13,1690,12918,13703,762,35654,15,22,,,,,11552,,,,,,,1311,74,,,,,1470,,29,,,65,12073,6178,,,478,,,,,,,4165,,,,,65591,242436,,297,,,,,,21203,1095,,,,4075,,,,,,5376,6692,,,,100,,,96,28,,,477122,370087,254110,60,46,6809,6322,
2023,陕西省,延安市,610000,610600,西部,东南侧,22800000,2400840,13910280,6488880,10.53,61.01,28.46,100695,,,,,,,,,226,,63.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,120000,3,1.84,1260252,6.4,,,,,,,,,,,,,,,,,,,,,,3745643,,,70315066,,,,27524859,-4.5,,,,4458626,1821594,4285478,,,,,167443,30942,1651259,,5079722,20489,647422,17856329,24114923,,,,,,,,,,26695,,21,,16,5,74631,14650,,,,,,,1285,119,228,179252,,,1460,,29,,,67,12919,6376,,,,,,11004,923,,,,,,4615,,81500,256394,,176,,1477459,1067022,117998,,21203,1095,,,,4205,,,,,,6027,7481,396,12,,100,,,97,26,91,,492784,391888,259585,54,40,6468,5930,
1990,陕西省,汉中市,610000,610700,西部,东南侧,393500,13800,32100,26100,3.507,8.158,6.633,1625,,,,44.3,,,,9.3,,,,,,,11.35,7.19,5.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60111,,556,18.667,,803,,,,,,141.3,6.4,,,21300,,,5349,17822,,,,,,,,,,91103,11603,,,,,,,,,,,9362,,,144925,,,,,,,,,44759,7610,50594,,,,,,2,56,223,,610,1754,2147,,3296,2.25,4.49,,,,,,929,,,,,,,,,,2,8,203,,,,851,,,1545,1172,49,2046,,6088,,,124,62,62,,193,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,163642,,,,,,,,
1991,陕西省,汉中市,610000,610700,西部,东南侧,429700,13800,38300,30800,3.212,8.913,7.168,1841,,,,44.98,,,,7.9,,,,,,,11.67,7.17,6.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66363,,556,18.667,,815,,,,,,144.81,7.11,,,26300,,,5939,19018,,,,,,,,,,91722,16426,,,,,,,,,,,9899,,,156915,,,,11,100,19,,,52841,7692,59603,,,,,,2,55,208,,625,1769,2190,,3322,2.24,4.43,,,,,,2185,,,,,,,,,,1,5,179,,,,849,,,1483,1146,50,2053,,6847,,,230,66,164,,216,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,163305,,,,,,,,
1992,陕西省,汉中市,610000,610700,西部,东南侧,527100,,,,,,,,361.14,,56.2,,,,,6.3,,,,,,,,,,,,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,827,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18688,,,179191,,,,,,,,,52744,,10806,,1308,,,,,47,201,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1153,,,,,,,234,,,,,,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,173693,,,,,,,,
1993,陕西省,汉中市,610000,610700,西部,东南侧,,,,,,,,,361.43,,57.52,,,,,6.1,,,,,,,,,,,,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,556,19,,838,,,,,,,,,,28255,,,7058,25067,,,,,,,,,,,,,,,,,,,,,,28077,,,209629,,165060,,,,,,,,,,,1425,,,,2,64,201,,,,,,3902,2.93,4.4,,,,,,,,,,,,,,,,1,8,183,,,,841,,,1492,1173,,,,,,,261,,,,,,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,155257,,,,,,,,
1994,陕西省,汉中市,610000,610700,西部,东南侧,871272,26863,74729,51829,3.083,8.577,5.949,,361.54,,58.65,,,,,6.9,,,,26,,,11.36,7.09,7.27,44,28,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,110399,3474,556,18,,843,,,,,,108.08,7.27,,,27000,,,6640,26923,,,,,,,,,,130760,7300,,,133251,89980,,,,,,,37664,,,270617,,117880,,,,500,,,,,,,,,,,,43,200,,634,2341,2292,,3987,2.96,4.49,,,,,,,,,,,,,,,,1,,185,,,,,,,1480,950,72,,,,,,1213,150,,,,,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,176375,,,,,,,,
1995,陕西省,汉中市,610000,610700,西部,东南侧,1007134,166177,484431,357533,16.5,48.1,35.5,,362.26,,59.96,,,,,5.4,,,,26,,,11.21,7.33,7.81,42,28,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,124274,3804,556,18,1,911,,,4.4,,,106.84,7.806,0.007,,29300,,,8036,,,,,,,,,,,146742,4590,8682,,139853,107773,,,,,,,34474,5311,,311911,,,,8,281,65,,,,,,,,,,,,39,200,,580,2351,2340,,3875,3.53,4.55,,,,,,,,,,,,,,,,1,,178,,,,,,,1619,1180,71,,,,,,596,84,,,,,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,203937,,,,,,,,
1996,陕西省,汉中市,610000,610700,西部,东南侧,1145271,341291,487885,316095,29.8,42.6,27.6,,363.29,,60.13,,,,,4.3,,,,214,,,111.56,28.64,73.52,52,13,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,132488,4095,27246,254,1,133,,,595,,,135.73,6.802,0.014,690000,32932,,,9241,,,,,,,,,,,684876,45281,30467,,595069,483999,,,,,,,148517,11070,,349670,,,,8,3698,1052,,,,,,,,,,,,,,,680,10130,11751,,5001,16,39,,,,,,,,,,,,,,,,12,,1283,,,,,,,6883,1962,71,,,,,,353,251,,,,,242,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,965600,,,,,,,,
1997,陕西省,汉中市,610000,610700,西部,东南侧,1225011,332345,539495,353171,27.13,44.04,28.83,,363.8,,63.65,,,,,3.1,,,,178,,,106.71,18.53,52.91,60,10,30,107,1,11,1,6,,,,,1,0,,,,,,,,,1,4,19,4,1,4,0,3,32,141415,4370,27243,251,1,134,,,7.06,,,127.99,7.803,0.016,660000,37200,,,10156,,,,,,,,,,,1042318,68897,46360,,685471,531602,,,,,,,139278,12749,,369000,,443796,,9,20,20,,,,,,,,,,,4,287,3805,,694,10469,18574,,4821,12.38,40.02,,,,,,,,,,,,,,,,,34,521,14,,,,,,7648,2512,156,2355,,,,,426,228,198,,,,243,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1231000,,,,,,,,
1998,陕西省,汉中市,610000,610700,西部,东南侧,1284856,352051,556343,376463,27.4,43.3,29.3,,363.96,,64.2,,,,,7.2,,,,29,,,0.73,13.57,14.89,2,46,51,1,1,10,1,2,,,,,1,0,,,,,,,,,0,1,3,0,1,4,0,4,32,154248,4756,27246,249,1,134,,,8,,,135.11,6.999,0.021,726466,46572,,,11408,,,,,,,,,,,605274,29502,26952,,641890,531640,,,,,,,247600,20695,,381600,,528488,,9,1144,808,,,,,,,,,,,4,525,3674,,702,10192,18180,,4857,15.28,40.08,,,,,,,,,,,,,,,,,34,521,14,,,,1891,10882,7794,3590,160,3429,,,,,556,230,326,,,,243,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10969000,,,,,,,,
1999,陕西省,汉中市,610000,610700,西部,东南侧,1355178,313046,620672,421460,23.1,45.8,31.1,,364.9,,65.24,,,,,2.5,,,,28,,17042,0.69,12.16,14.66,2,44,53,1,1,10,1,1,,,,,1,0,,,,,,,,,0,1,3,0,1,4,0,4,30,164801,5450,27246,243,1,134,,,8.17,,,129.93,7.792,0.02,755918,51276,,,12124,,247,,,,606180,604132,2048,,,575952,7534,25741,,657451,552934,,,,,,,280315,30176,,391274,,133347,,13,8317,317,,,52200,,116600,,,,,,4,250,3653,,644,10457,18335,,10801,16,40,,,,,,,,,,,,,,,,,34,526,14,,,,,10892,10742,3746,172,3573,,,,,1601,233,1368,,,,243,,,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11078690,,,,,,,,
2000,陕西省,汉中市,610000,610700,西部,东南侧,1424362,314784,629568,480010,22.1,44.2,33.7,,368.93,,67.14,,,,,3,,,,26,,19504,0.77,9.33,15.61,3,36,61,1,1,7,1,1,,,,,1,0,,,,,,,,,0,1,3,0,1,4,0,4,26,162212,6241,27246,232,1,135,,,7.8,,,124.5,10.54,0.02,1018968,62087,157802,4833,12204,,253,,,,655799,653874,1925,,11,615972,9897,22663,,712566,700384,,,,,,,334438,61508,,408500,,410145,,53,2527,487,,,52000,,130000,,,,,1059600,2,250,3651,,637,11351,18641,,10706,20,38.63,,,,,,,,,,,,,,,,,32,516,14,,,596,358,11027,4123,4306,160,4145,,,,,1754,198,1556,,,,243,,,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2108324,,,,,,,,
2001,陕西省,汉中市,610000,610700,西部,东南侧,1530050,314731,654249,561069,20.57,42.76,36.67,4144,369.51,,68.7,369.26,,,,2.3,,,,25,,19876,0.65,8.93,15.35,3,36,62,1,1,7,0,1,,,,,1,0,,,,,,,,,0,1,2,0,1,4,0,4,24,183664,7509,27246,232,1,136,,,,,,109.76,10.08,0.01,886339,69812,163066,5447,13564,,226,,,,723620,720527,3093,0,10,666138,23532,23564,,775198,780590,,,,,,,445313,73976,,429023,,153425,24,14,3723,935,,,55000,,150600,,,,,1188100,2,250,3411,,727,10482,17841,,13462,20.03,36.66,,,,,,,,,,,,,,,,11,31,516,14,,,587,356,11399,4902,4754,422,4331,,4754,,,2657,1130,1527,,32,,243,11353,34059,28,15,24162,,,,,,,,,,,,,,,,,,,,,,,,,,,2210873,,,,,,,,
2002,陕西省,汉中市,610000,610700,西部,东南侧,1413100,329111,474519,609470,23.29,33.58,43.13,3819,370.44,,70.35,,,,,2.2,,,,24,528940,23743,0.77,9.65,13.91,3,40,57,1,0,7,1,1,,,,,1,0,,,,,,,,,0,1,2,1,1,4,0,4,23,223129,9643,27246,347,1,136,,,7.2,,,104.6,11.22,0.008,872410,96800,179121,6169,14706,,232,,,,891087,830627,5442,,10,795430,43228,32206,,863534,836035,,,,,,,500400,94524,71106,454565,,182342,24,12,9370,1605,,,57600,,165700,,,,,1354000,1,252,3203,,782,11658,17641,,13914,21.73,35.49,,,,,,,,,,,,,,,,11,32,523,14,,,530,342,11235,5920,4023,168,3855,,,,,2775,1361,1414,,,,243,11464,39136,39,33,31481,,,,,,,,,,,,,,,,,,,,,,,,,,,1602814,,,,,,,,
2003,陕西省,汉中市,610000,610700,西部,东南侧,1634440,367912,565680,700848,22.51,34.61,42.88,4402,372.1,,75.6,,,,,3.1,,,,24,442148,22084,0.74,9.1,14.14,3,38,59,1,0,7,1,1,1,0,2,0,1,0,0,0,1,0,4,1,0,4,,,,,,,,,23,215960,9422,27246,347,1,137,,,9.1,,,95,13.12,0.007,953101,133304,192162,7711,17225,,235,231,4,0,1021822,1014259,7563,0,9,982854,98751,42529,,889935,930483,,,,,,,610000,127000,101213,495000,,182689,16,49,4308,1075,,,63747,,185452,377,49747,1663000,2324000,1607600,1,257,2806,,795,12098,17188,,16167,23,33,,,,,,,,,,,,,,,,11,32,532,14,,,557,343,10697,6087,4257,139,4118,,,,,1701,253,1448,,,,243,12528,50672,52,44,66100,,,,,,,2174,1967,56215,44931,237327,30383,,,,,,,,0,0,19,,,,,,,,,,,,,
2004,陕西省,汉中市,610000,610700,西部,东南侧,1925310,450137,700235,774937,23.38,36.37,40.25,5161,373.99,,72.98,,,,,2.2,,,,24,597508,19404,0.7,8.89,14.47,3,37,60,1,0,6,1,2,1,0,1,0,1,0,0,0,1,0,4,1,0,4,,,,,,,,,22,385853,17467,27214,303,1,137,,,10.9,,,114.2,13.58,0.007,955444,151405,201176,8167,17817,,241,235,4,2,1294555,1271412,10866,12277,7,1185424,1718,52739,,760950,718885,,,,,,,670000,133722,116092,546844,,207969,31,3,2401,1033,,,75394,,218501,453,57865,1633612,2676303,1869398,2,257,2558,,1941,12386,16933,,17126,22,32,,,,,,,,,,,,,,,,11,28,487,13,,,545,339,10176,4972,3198,161,3034,,37400,,,476,277,1328,,202,,241,12954,63401,61,53,47340,,,,,,,2014,1766,69086,48370,259473,33737,,,,,,,,20,46,31,,,,,,,,,,,,,
2005,陕西省,汉中市,610000,610700,西部,东南侧,2165800,480808,854841,830151,22.2,39.47,38.33,5771,376.56,,73.45,,,,,1.3,,,,23,221651,103127,0.62,8.38,14.08,3,36,61,1,0,6,1,1,1,0,1,0,1,0,0,0,0,0,4,1,0,4,,,,,,,,,22,270713,12249,27214,300,1,138,,,10.6,,,111.7,14.7,0.004,1024168,198409,223341,8883,18173,,240,234,5,1,1657423,1637641,12826,6956,8,1423922,,57779,-9761,933687,933409,,,,,,,749953,124893,91889,651547,,264170,32,9,2627,512,,,64048,,250249,547,64548,1501213,3079741,2162829,2,254,2196,,1941,12463,16813,,20126,22.1,30.2,,,,,,,,,,,,,,,,11,28,490,13,,,523,296,10195,4694,6750,164,6583,,38001,,,5764,2909,2855,,210,,241,15000,69579,81,68,42300,,,,,,,1720,1585,78355,46921,154329,32145,,,,,,,,67,47,33,,,,,,,,,,,,,
2006,陕西省,汉中市,610000,610700,西部,东南侧,2467900,556511,993330,918059,22.55,40.25,37.2,7069,378.17,,74.54,,,,,1.8,,,,23,348531,19875,0.59,8.63,14.27,3,37,61,1,0,6,1,2,1,0,1,0,1,0,0,0,1,0,4,1,0,4,,,,,,,,,22,309686,13956,27215,299,1,139,,,10.8,,,116.9,14.5,0.004,1206600,192900,245900,9400,19200,,262,257,3,2,2043756,2029220,6681,7855,8,1796866,,78009,35115,1057719,960061,,,,,,,906600,139300,91938,733828,,309391,35,2,2846,215,,,76945,,326160,608,82421,1654200,3699800,2589300,1,246,1909,,970,12844,16628,,18171,15.16,29.23,,,,,,,,,,,,,,,,11,28,531,14,,,468,324,11259,5203,3346,180,3161,,44100,,,4288,3178,1110,,75,,241,14846,57323,80,88,54428,,,,,,,2481,2411,108154,44637,210539,28967,,,,,,,,77,52,41,,,,,,,,,,,,,
2007,陕西省,汉中市,610000,610700,西部,东南侧,2910899,672418,1162031,1076450,23.1,39.92,36.98,8319,379.25,,74.81,,,,,2.6,,,,23,348630,29381,0.56,8.42,14.51,2,36,62,1,0,6,1,2,1,0,1,0,1,0,0,0,1,0,4,2,0,4,,,,,,,,,22,396482,17965,27246,299,,139,,,12.8,,,93.23,13.49,0.003,1320200,263500,264500,9700,20200,,260,256,3,1,2359405,2347016,10872,1517,8,2040309,,89179,96651,1253054,855166,,,,,,,946989,228542,156800,869955,,373497,44,2,1251,647,,,102358,,484121,3264,119225,1792600,4045800,2739200,1,244,1758,,1115,13191,16524,,18326,14.86,27.93,,,,,,,,,,,,,,,,11,24,611,16,,,402,299,11111,6144,3676,165,3506,,45200,,,4183,2911,1272,,87,,241,18849,64989,81,110,96919,,,,,,,2696,2655,96606,64682,270259,27071,,,,,,,,73,96,100,,,,,,,,,,,,,
2008,陕西省,汉中市,610000,610700,西部,东南侧,3526120,876593,1360377,1289502,24.86,38.58,36.57,10049,380.14,,75.56,,,,,2.1,,,,23,294504,15191,0.52,8.19,14.68,2,35,63,1,0,6,1,1,1,0,1,0,1,0,0,0,1,0,4,2,0,4,,,,,,,,,21,480031,22337,27215,,,140,,,12.5,,,102.12,15.13,0.003,1385397,266842,212744,10771,21174,,266,262,3,1,2630645,2615716,13114,1815,8,2235840,,91116,236472,1631276,1022681,,,,,,,1636300,229940,167348,1085296,,969528,43,4,,826,,,123327,,777217,4971,169293,1782803,5340726,3463318,1,241,1570,,1642,13373,16265,,20722,21.62,26.32,99701,,,,,,,,,,,,,,,11,11,489,13,,,1154,280,11447,5408,4230,165,4064,,11841,,,1873,330,1543,,23,,227,18480,99634,70,165,111772,,,,,,,2642,2542,86870,46545,258525,22578,,,,,,,,60,80,100,,,,,,,,,,,,,
2009,陕西省,汉中市,610000,610700,西部,东南侧,4156440,917326,1524998,1714532,22.07,36.69,41.25,11834,381.55,,,380.85,,,,1.9,,,,24,289600,15841,0.42,8.63,14.93,2,36,62,0,1,6,1,2,1,0,1,0,1,0,0,1,1,0,4,2,0,4,,,,,,,,,21,568566,26631,27246,,,140,,,14.5,,,109.87,15.93,0.001,1597000,335200,250800,11700,21118,,344,339,3,2,3012279,2995089,14574,2616,8,,,75122,258981,,,,1938091,1966664,,,,2384268,242110,208971,1300183,,659155,59,3,,2927,,,143880,,1166323,5697,209208,2415661,6765716,4252718,1,232,1325,,1603,13643,16016,,21544,21.75,24.9,94554,,,,26254,12355,56,,,,,,,,,11,11,565,15,,,1050,1050,12200,5669,6467,217,6249,,11367,,,3517,266,3251,,24,,179,17739,112458,64,178,156068,,,,,,,2450,2378,93056,44880,288157,24087,,,,,,,,39,82,41,,,,,,,,,,,,,
